

Measurement ID;3541
Battery name;NCR18650PF_SN002
Battery Name;NCR
Circuit;Circ006
Program;418 - Pan_5pulse_EISSOC
Start Time;4/27/2017 8:51:52 AM
End Time;4/29/2017 3:04:43 PM
Test section;EIS00008
Comment;25degC EIS vs SOC 6kHz to 1mHz
OrderNo;
Producer; Panasonic
Type; NCR
Nominal Voltage; 3.7
Nominal Current; 0
Nominal Capacity; 2.9
Cells; 1
Maximum Voltage; 4.25
Gassing Voltage; 4.3
Break Voltage; 0
Charge Factor; 0
Impedance; 0
Cold Cranking Current; 15
Energy Density; 0
Comment;



Time Stamp;Step;Status;Prog Time;Step Time;Cycle;Cycle Level;Procedure;Voltage;Current;AhAccu;Energy;StartFreq;EndFreq;SetFreq;AAcMax;VAcMin;VAcMax;mvIdeal;Go;Status;U1;Zreal1;Zimg1;ActFreq;EisError;AACStart;MinIntervalTime;CountOfPeriods;UIdeal;AStart;MinDuration;MinPeriods;RemTime;VRelativ;AAmplitude;Betrag;Phase;ChamberT;ChamberSP;Temp45;
4/28/2017 11:54:52 AM;46;EIS;27:02:52.649;00:02:02.195;6;1;Pan_5pulse_EISSOC;3.60043;0.00000;-1.74002;;0.00100;6000.00000;449.93653;2.00000;-2.00000;20.00000;10.00000;10.00000;16.00000;3.59327;22.47711;-1.00198;450.70422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01532;0.45127;22.49943;-2.55243;25.00000;25.00000;26.65312;
4/28/2017 11:55:04 AM;46;EIS;27:03:04.316;00:02:13.862;6;1;Pan_5pulse_EISSOC;3.60043;0.00000;-1.74002;;0.00100;6000.00000;337.40480;2.00000;-2.00000;20.00000;10.00000;11.00000;16.00000;3.60213;22.83551;-1.29931;336.84210;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01648;0.44441;22.87244;-3.25655;25.00000;25.00000;26.65312;
4/28/2017 11:55:16 AM;46;EIS;27:03:16.417;00:02:25.963;6;1;Pan_5pulse_EISSOC;3.60043;0.00000;-1.74002;;0.00100;6000.00000;253.01790;2.00000;-2.00000;20.00000;10.00000;12.00000;16.00000;3.59380;23.20700;-1.53110;253.29816;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01668;0.43714;23.25746;-3.77467;25.00000;25.00000;26.64191;
4/28/2017 11:55:29 AM;46;EIS;27:03:29.352;00:02:38.898;6;1;Pan_5pulse_EISSOC;3.60043;0.00000;-1.74002;;0.00100;6000.00000;189.73666;2.00000;-2.00000;20.00000;10.00000;13.00000;16.00000;3.60220;23.59818;-1.71388;189.72333;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01814;0.43032;23.66034;-4.15396;25.00000;25.00000;26.65312;
4/28/2017 11:55:41 AM;46;EIS;27:03:41.404;00:02:50.950;6;1;Pan_5pulse_EISSOC;3.60043;0.00000;-1.74002;;0.00100;6000.00000;142.28242;2.00000;-2.00000;20.00000;10.00000;14.00000;16.00000;3.60221;23.99795;-1.85401;142.43323;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01674;0.42242;24.06946;-4.41772;25.00000;25.00000;26.64191;
4/28/2017 11:55:53 AM;46;EIS;27:03:53.720;00:03:03.266;6;1;Pan_5pulse_EISSOC;3.60043;0.00000;-1.74002;;0.00100;6000.00000;106.69676;2.00000;-2.00000;20.00000;10.00000;15.00000;16.00000;3.61207;24.40752;-1.95815;106.66666;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01694;0.41532;24.48594;-4.58687;25.00000;25.00000;26.65312;
4/28/2017 11:56:05 AM;46;EIS;27:04:05.413;00:03:14.959;6;1;Pan_5pulse_EISSOC;3.60043;0.00000;-1.74002;;0.00100;6000.00000;80.01129;2.00000;-2.00000;20.00000;10.00000;16.00000;16.00000;3.59374;24.82211;-2.03793;80.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01694;0.40844;24.90563;-4.69354;25.00000;25.00000;26.64191;
4/28/2017 11:56:17 AM;46;EIS;27:04:17.479;00:03:27.025;6;1;Pan_5pulse_EISSOC;3.60043;0.00000;-1.74002;;0.00100;6000.00000;60.00000;2.00000;-2.00000;20.00000;10.00000;17.00000;16.00000;3.60226;25.23250;-2.10544;60.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01711;0.40170;25.32019;-4.76980;25.00000;25.00000;26.65312;
4/28/2017 11:56:29 AM;46;EIS;27:04:30.015;00:03:39.561;6;1;Pan_5pulse_EISSOC;3.60043;0.00000;-1.74002;;0.00100;6000.00000;44.99365;2.00000;-2.00000;20.00000;10.00000;18.00000;16.00000;3.59266;25.65977;-2.15779;44.94382;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01694;0.39492;25.75034;-4.80682;25.00000;25.00000;26.65312;
4/28/2017 11:56:41 AM;46;EIS;27:04:42.047;00:03:51.593;6;1;Pan_5pulse_EISSOC;3.60043;0.00000;-1.74002;;0.00100;6000.00000;33.74048;2.00000;-2.00000;20.00000;10.00000;19.00000;16.00000;3.60228;26.09768;-2.20088;33.70787;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01680;0.38823;26.19032;-4.82048;25.00000;25.00000;26.64191;
4/28/2017 11:56:54 AM;46;EIS;27:04:54.354;00:04:03.900;6;1;Pan_5pulse_EISSOC;3.60043;0.00000;-1.74002;;0.00100;6000.00000;25.30179;2.00000;-2.00000;20.00000;10.00000;20.00000;16.00000;3.60230;26.55248;-2.22413;25.31646;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01691;0.38164;26.64547;-4.78812;25.00000;25.00000;26.64191;
4/28/2017 11:57:05 AM;46;EIS;27:05:06.065;00:04:15.611;6;1;Pan_5pulse_EISSOC;3.60043;0.00000;-1.74002;;0.00100;6000.00000;18.97367;2.00000;-2.00000;20.00000;10.00000;21.00000;16.00000;3.61014;27.02751;-2.21155;18.98734;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01838;0.37554;27.11784;-4.67785;25.00000;25.00000;26.65312;
4/28/2017 11:57:18 AM;46;EIS;27:05:18.269;00:04:27.815;6;1;Pan_5pulse_EISSOC;3.60043;0.00000;-1.74002;;0.00100;6000.00000;14.22824;2.00000;-2.00000;20.00000;10.00000;22.00000;16.00000;3.59218;27.50751;-2.15008;14.21801;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01838;0.36871;27.59141;-4.46934;25.00000;25.00000;26.65312;
4/28/2017 11:57:29 AM;46;EIS;27:05:30.001;00:04:39.547;6;1;Pan_5pulse_EISSOC;3.60043;0.00000;-1.74002;;0.00100;6000.00000;10.66968;2.00000;-2.00000;20.00000;10.00000;23.00000;16.00000;3.60234;27.96395;-2.02875;10.67616;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01626;0.36246;28.03745;-4.14946;25.00000;25.00000;26.64191;
4/28/2017 11:57:41 AM;46;EIS;27:05:42.028;00:04:51.574;6;1;Pan_5pulse_EISSOC;3.60043;0.00000;-1.74002;;0.00100;6000.00000;8.00113;2.00000;-2.00000;20.00000;10.00000;24.00000;16.00000;3.59472;28.38500;-1.86242;8.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01488;0.35677;28.44604;-3.75395;25.00000;25.00000;26.44016;
4/28/2017 11:57:54 AM;46;EIS;27:05:54.445;00:05:03.991;6;1;Pan_5pulse_EISSOC;3.60043;0.00000;-1.74002;;0.00100;6000.00000;6.00000;2.00000;-2.00000;20.00000;10.00000;25.00000;16.00000;3.59297;28.71791;-1.66343;6.00000;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01077;0.35138;28.76605;-3.31504;25.00000;25.00000;26.65312;
4/28/2017 11:58:06 AM;46;EIS;27:06:06.399;00:05:15.945;6;1;Pan_5pulse_EISSOC;3.60043;0.00000;-1.74002;;0.00100;6000.00000;4.49937;2.00000;-2.00000;20.00000;10.00000;26.00000;16.00000;3.60997;28.99189;-1.46684;4.50450;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00956;0.34778;29.02897;-2.89640;25.00000;25.00000;26.65312;
4/28/2017 11:58:18 AM;46;EIS;27:06:18.683;00:05:28.229;6;1;Pan_5pulse_EISSOC;3.60043;0.00000;-1.74002;;0.00100;6000.00000;3.37405;2.00000;-2.00000;20.00000;10.00000;27.00000;16.00000;3.60235;29.20737;-1.28309;3.37079;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00714;0.34449;29.23554;-2.51540;25.00000;25.00000;26.64191;
4/28/2017 11:58:30 AM;46;EIS;27:06:30.662;00:05:40.208;6;1;Pan_5pulse_EISSOC;3.60043;0.00000;-1.74002;;0.00100;6000.00000;2.53018;2.00000;-2.00000;20.00000;10.00000;28.00000;16.00000;3.59355;29.38668;-1.14150;2.53378;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00582;0.34201;29.40885;-2.22449;25.00000;25.00000;26.65312;
4/28/2017 11:58:42 AM;46;EIS;27:06:42.706;00:05:52.252;6;1;Pan_5pulse_EISSOC;3.60043;0.00000;-1.74002;;0.00100;6000.00000;1.89737;2.00000;-2.00000;20.00000;10.00000;29.00000;16.00000;3.59266;29.50697;-1.02687;1.89873;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00410;0.34009;29.52483;-1.99314;25.00000;25.00000;26.65312;
4/28/2017 11:58:53 AM;46;EIS;27:06:54.162;00:06:03.708;6;1;Pan_5pulse_EISSOC;3.60043;0.00000;-1.74002;;0.00100;6000.00000;1.42282;2.00000;-2.00000;20.00000;10.00000;30.00000;16.00000;3.59730;29.61966;-0.95182;1.42045;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00357;0.33864;29.63495;-1.84056;25.00000;25.00000;26.64191;
4/28/2017 11:59:06 AM;46;EIS;27:07:06.389;00:06:15.935;6;1;Pan_5pulse_EISSOC;3.60043;0.00000;-1.74002;;0.00100;6000.00000;1.06697;2.00000;-2.00000;20.00000;10.00000;31.00000;16.00000;3.60023;29.73557;-0.91370;1.06838;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00390;0.33745;29.74960;-1.76001;25.00000;25.00000;26.65312;
4/28/2017 11:59:18 AM;46;EIS;27:07:18.676;00:06:28.222;6;1;Pan_5pulse_EISSOC;3.60043;0.00000;-1.74002;;0.00100;6000.00000;0.80011;2.00000;-2.00000;20.00000;10.00000;32.00000;16.00000;3.60240;29.83813;-0.90863;0.79957;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00323;0.33607;29.85197;-1.74423;25.00000;25.00000;26.64191;
4/28/2017 11:59:30 AM;46;EIS;27:07:30.554;00:06:40.100;6;1;Pan_5pulse_EISSOC;3.60043;0.00000;-1.74002;;0.00100;6000.00000;0.60000;2.00000;-2.00000;20.00000;10.00000;33.00000;16.00000;3.59794;29.92130;-0.95228;0.59904;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00267;0.33493;29.93645;-1.82289;25.00000;25.00000;26.65312;
4/28/2017 11:59:41 AM;46;EIS;27:07:41.583;00:06:51.129;6;1;Pan_5pulse_EISSOC;3.60043;0.00000;-1.74002;;0.00100;6000.00000;0.44994;2.00000;-2.00000;20.00000;10.00000;34.00000;16.00000;3.59569;30.00454;-1.02527;0.44964;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00319;0.33415;30.02205;-1.95706;25.00000;25.00000;26.65312;
4/28/2017 11:59:52 AM;46;EIS;27:07:52.595;00:07:02.141;6;1;Pan_5pulse_EISSOC;3.60043;0.00000;-1.74002;;0.00100;6000.00000;0.33740;2.00000;-2.00000;20.00000;10.00000;35.00000;16.00000;3.59513;30.12184;-1.13823;0.33723;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00385;0.33302;30.14333;-2.16405;25.00000;25.00000;26.44016;
4/28/2017 12:00:06 PM;46;EIS;27:08:06.884;00:07:16.430;6;1;Pan_5pulse_EISSOC;3.60043;0.00000;-1.74002;;0.00100;6000.00000;0.25302;2.00000;-2.00000;20.00000;10.00000;36.00000;16.00000;3.60231;30.24526;-1.30083;0.25270;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00459;0.33184;30.27323;-2.46275;25.00000;25.00000;26.44016;
4/28/2017 12:00:25 PM;46;EIS;27:08:25.277;00:07:34.823;6;1;Pan_5pulse_EISSOC;3.60043;0.00000;-1.74002;;0.00100;6000.00000;0.18974;2.00000;-2.00000;20.00000;10.00000;37.00000;16.00000;3.60227;30.39813;-1.50833;0.18978;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00542;0.33035;30.43553;-2.84064;25.00000;25.00000;26.65312;
4/28/2017 12:00:48 PM;46;EIS;27:08:48.331;00:07:57.877;6;1;Pan_5pulse_EISSOC;3.60043;0.00000;-1.74002;;0.00100;6000.00000;0.14228;2.00000;-2.00000;20.00000;10.00000;38.00000;16.00000;3.59902;30.58316;-1.79285;0.14248;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00662;0.32858;30.63567;-3.35495;25.00000;25.00000;26.44016;
4/28/2017 12:01:18 PM;46;EIS;27:09:18.693;00:08:28.239;6;1;Pan_5pulse_EISSOC;3.60043;0.00000;-1.74002;;0.00100;6000.00000;0.10670;2.00000;-2.00000;20.00000;10.00000;39.00000;16.00000;3.60211;30.82289;-2.12258;0.10678;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00817;0.32631;30.89589;-3.93939;25.00000;25.00000;26.44016;
4/28/2017 12:01:57 PM;46;EIS;27:09:57.990;00:09:07.536;6;1;Pan_5pulse_EISSOC;3.59978;0.00000;-1.74002;;0.00100;6000.00000;0.08001;2.00000;-2.00000;20.00000;10.00000;40.00000;16.00000;3.60038;31.06896;-2.54444;0.07999;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.00906;0.32370;31.17297;-4.68188;25.00000;25.00000;26.44016;
4/28/2017 12:02:49 PM;46;EIS;27:10:50.184;00:09:59.730;6;1;Pan_5pulse_EISSOC;3.59978;0.00000;-1.74002;;0.00100;6000.00000;0.06000;2.00000;-2.00000;20.00000;10.00000;41.00000;16.00000;3.60014;31.40280;-3.06208;0.05994;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01239;0.32087;31.55174;-5.56930;25.00000;25.00000;26.64191;
4/28/2017 12:03:58 PM;46;EIS;27:11:58.968;00:11:08.514;6;1;Pan_5pulse_EISSOC;3.59978;0.00000;-1.74002;;0.00100;6000.00000;0.04499;2.00000;-2.00000;20.00000;10.00000;42.00000;16.00000;3.60113;31.81860;-3.68142;0.04507;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.01489;0.31685;32.03086;-6.59979;25.00000;25.00000;26.44016;
4/28/2017 12:05:30 PM;46;EIS;27:13:30.292;00:12:39.838;6;1;Pan_5pulse_EISSOC;3.59978;0.00000;-1.74002;;0.00100;6000.00000;0.03374;2.00000;-2.00000;20.00000;10.00000;43.00000;16.00000;3.60093;32.37767;-4.39711;0.03377;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02013;0.31221;32.67488;-7.73384;25.00000;25.00000;26.44016;
4/28/2017 12:07:31 PM;46;EIS;27:15:31.597;00:14:41.143;6;1;Pan_5pulse_EISSOC;3.59978;0.00000;-1.74002;;0.00100;6000.00000;0.02530;2.00000;-2.00000;20.00000;10.00000;44.00000;16.00000;3.60152;33.04787;-5.20807;0.02531;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02454;0.30624;33.45573;-8.95569;25.00000;25.00000;26.64191;
4/28/2017 12:10:11 PM;46;EIS;27:18:11.779;00:17:21.325;6;1;Pan_5pulse_EISSOC;3.59914;0.00000;-1.74002;;0.00100;6000.00000;0.01897;2.00000;-2.00000;20.00000;10.00000;45.00000;16.00000;3.60042;33.82747;-6.12517;0.01896;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.02698;0.29874;34.37754;-10.26339;25.00000;25.00000;26.64191;
4/28/2017 12:13:44 PM;46;EIS;27:21:45.006;00:20:54.552;6;1;Pan_5pulse_EISSOC;3.59914;0.00000;-1.74002;;0.00100;6000.00000;0.01423;2.00000;-2.00000;20.00000;10.00000;46.00000;16.00000;3.60068;34.78373;-7.21409;0.01422;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03345;0.29092;35.52395;-11.71694;25.00000;25.00000;26.65312;
4/28/2017 12:18:28 PM;46;EIS;27:26:28.578;00:25:38.124;6;1;Pan_5pulse_EISSOC;3.59914;0.00000;-1.74002;;0.00100;6000.00000;0.01067;2.00000;-2.00000;20.00000;10.00000;47.00000;16.00000;3.60081;35.89951;-8.46844;0.01065;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.03810;0.28144;36.88481;-13.27303;25.00000;25.00000;26.64191;
4/28/2017 12:24:45 PM;46;EIS;27:32:45.700;00:31:55.246;6;1;Pan_5pulse_EISSOC;3.59914;0.00000;-1.74002;;0.00100;6000.00000;0.00800;2.00000;-2.00000;20.00000;10.00000;48.00000;16.00000;3.60072;37.31583;-9.87568;0.00800;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.04673;0.27117;38.60052;-14.82355;25.00000;25.00000;26.64191;
4/28/2017 12:33:08 PM;46;EIS;27:41:08.606;00:40:18.152;6;1;Pan_5pulse_EISSOC;3.59914;0.00000;-1.74002;;0.00100;6000.00000;0.00600;2.00000;-2.00000;20.00000;10.00000;49.00000;16.00000;3.60058;38.97980;-11.41799;0.00600;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05206;0.25901;40.61768;-16.32640;25.00000;25.00000;26.45137;
4/28/2017 12:44:18 PM;46;EIS;27:52:18.842;00:51:28.388;6;1;Pan_5pulse_EISSOC;3.59914;0.00000;-1.74002;;0.00100;6000.00000;0.00450;2.00000;-2.00000;20.00000;10.00000;50.00000;16.00000;3.60064;40.85720;-13.10583;0.00449;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.05665;0.24626;42.90773;-17.78476;25.00000;25.00000;26.42895;
4/28/2017 12:59:10 PM;46;EIS;28:07:10.933;01:06:20.479;6;1;Pan_5pulse_EISSOC;3.59914;0.00000;-1.74002;;0.00100;6000.00000;0.00337;2.00000;-2.00000;20.00000;10.00000;51.00000;16.00000;3.60093;42.98692;-14.91788;0.00338;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.06070;0.23311;45.50185;-19.13847;25.00000;25.00000;26.44016;
4/28/2017 1:18:57 PM;46;EIS;28:26:58.151;01:26:07.697;6;1;Pan_5pulse_EISSOC;3.59914;0.00000;-1.74002;;0.00100;6000.00000;0.00253;2.00000;-2.00000;20.00000;10.00000;52.00000;16.00000;3.60099;45.24129;-16.93787;0.00253;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.06108;0.21965;48.30803;-20.52538;25.00000;25.00000;26.64191;
4/28/2017 1:45:22 PM;46;EIS;28:53:22.526;01:52:32.072;6;1;Pan_5pulse_EISSOC;3.59914;0.00000;-1.74002;;0.00100;6000.00000;0.00190;2.00000;-2.00000;20.00000;10.00000;53.00000;16.00000;3.60132;47.66769;-19.26205;0.00190;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.06462;0.20707;51.41240;-22.00316;25.00000;25.00000;26.65312;
4/28/2017 2:20:31 PM;46;EIS;29:28:32.178;02:27:41.724;6;1;Pan_5pulse_EISSOC;3.59978;0.00000;-1.74002;;0.00100;6000.00000;0.00142;2.00000;-2.00000;20.00000;10.00000;54.00000;16.00000;3.60140;50.34157;-21.97303;0.00142;0.00000;0.02000;10.00000;3.00000;0.00000;0.00000;0.00000;0.00000;0.00000;1.06810;0.19445;54.92802;-23.58025;25.00000;25.00000;26.82124;
